county,city,zip,street,price,br,lsqft,bsqft,year,date
Alameda County,Dublin,94568,3288 South Bridgepointe Lane,1010000,5,5922,3411,2000,2007-07-15
Alameda County,Dublin,94568,3290 Maguire Way \#110,571000,2,NA,1386,2004,2006-06-04
Alameda County,Dublin,94568,3290 Maguire Way \#112,542000,2,NA,1386,2004,2007-04-08
Alameda County,Dublin,94568,3290 Maguire Way \#124,510000,3,NA,1246,2004,2007-04-29
Alameda County,Dublin,94568,3290 Maguire Way \#220,465000,2,NA,1124,2004,2007-02-18
Alameda County,Dublin,94568,3290 Maguire Way \#220,465000,2,NA,1124,2004,2007-03-04
Alameda County,Dublin,94568,3290 Maguire Way \#301,432000,3,NA,1248,2004,2007-12-23
Alameda County,Dublin,94568,3290 Maguire Way \#306,485000,2,NA,1124,2004,2006-11-19
Alameda County,Dublin,94568,3290 Maguire Way \#308,260000,1,NA,840,2004,2006-04-16
Alameda County,Dublin,94568,3290 Maguire Way \#313,350000,2,NA,1066,2004,2008-11-09
Alameda County,Dublin,94568,3290 Maguire Way \#320,510000,2,NA,1124,2004,2006-07-16
Alameda County,Dublin,94568,3290 Maguire Way \#414,499000,2,NA,1298,2004,2006-12-03
Alameda County,Dublin,94568,3290 Maguire Way \#414,499000,2,NA,1298,2004,2007-02-04
Alameda County,Dublin,94568,3293 Madden Way,1010000,4,14511,3472,2006,2006-11-19
Alameda County,Dublin,94568,3293 Monaghan Street,525000,2,NA,1519,2003,2004-10-24
Alameda County,Dublin,94568,3293 Monaghan Street,596000,2,NA,1519,2003,2006-06-25
Alameda County,Dublin,94568,3295 Monaghan Street,591000,2,NA,1568,2003,2006-06-04
Alameda County,Dublin,94568,3297 Monaghan Street,598000,2,NA,1532,2003,2006-09-03
Alameda County,Dublin,94568,3305 Madden Way,1060000,4,13458,3360,2006,2006-08-27
Alameda County,Dublin,94568,3311 Monaghan Street,520000,2,NA,1532,2003,2007-09-30
Alameda County,Dublin,94568,3312 Longmeadow Place,920000,5,4187,2654,2000,2007-04-29
Alameda County,Dublin,94568,3312 Monaghan Street,671500,3,NA,1897,2004,2006-03-19
Alameda County,Dublin,94568,3313 Monaghan Street,615000,2,NA,1568,2003,2006-07-16
Alameda County,Dublin,94568,3320 Monaghan Street,610000,3,NA,1897,2003,2006-09-24
Alameda County,Dublin,94568,3322 Monaghan Street,430000,3,NA,1897,2003,2008-07-06
Alameda County,Dublin,94568,3322 Monaghan Street,595000,3,NA,1897,2003,2006-12-31
Alameda County,Dublin,94568,3323 Monaghan Street,667500,3,NA,2025,2003,2005-09-18
Alameda County,Dublin,94568,3329 Monaghan Street,587000,2,NA,1532,2004,2006-02-05
Alameda County,Dublin,94568,3341 Monaghan Street,690000,3,NA,2025,2004,2006-05-07
Alameda County,Dublin,94568,3343 Monaghan Street,532000,2,NA,1292,2004,2007-06-03
Alameda County,Dublin,94568,3345 Monaghan Street,580000,2,NA,1292,2004,2006-06-04
Alameda County,Dublin,94568,3357 Monaghan Street,545000,2,NA,1568,2004,2006-12-24
Alameda County,Dublin,94568,3357 Monaghan Street,545000,2,NA,1568,2004,2007-02-04
Alameda County,Dublin,94568,3368 Monaghan Street,500000,2,NA,1519,2004,2007-09-30
Alameda County,Dublin,94568,3369 Monaghan Street,567000,3,NA,1897,2004,2007-05-13
Alameda County,Dublin,94568,3370 Monaghan Street,525000,3,NA,1897,2004,2008-06-29
Alameda County,Dublin,94568,3372 Monaghan Street,570000,3,NA,1897,2004,2007-01-28
Alameda County,Dublin,94568,3379 Monaghan Street,630000,3,NA,1679,2004,2007-05-20
Alameda County,Dublin,94568,3387 Monaghan Street,565000,2,NA,1519,2004,2006-11-19
Alameda County,Dublin,94568,3389 Monaghan Street,450000,3,NA,1897,2004,2008-09-21
Alameda County,Dublin,94568,3393 Monaghan Street,510000,2,NA,1519,2004,2007-10-07
Alameda County,Dublin,94568,3407 Monaghan Street,510000,2,NA,1519,2004,2007-11-11
Alameda County,Dublin,94568,3411 Monaghan Street,570000,3,NA,1897,2004,2007-07-15
Alameda County,Dublin,94568,3411 Monaghan Street,637500,3,NA,1897,2004,2007-07-08
Alameda County,Dublin,94568,3421 Castleton Court,895000,5,5985,2654,2000,2006-12-31
Alameda County,Dublin,94568,3431 Monaghan Street,665000,3,NA,2176,2004,2006-02-05
Alameda County,Dublin,94568,3435 Monaghan Street,560000,3,NA,2025,2004,2007-08-05
Alameda County,Dublin,94568,3451 Finnian Way,390000,2,NA,1292,2006,2008-08-24
Alameda County,Dublin,94568,3502 Saddlebrook Place,930000,5,4771,2522,2000,2007-08-19
Alameda County,Dublin,94568,3506 Saddlebrook Place,815000,5,4191,2522,2000,2007-03-25
Alameda County,Dublin,94568,3507 Saddlebrook Place,825000,5,4927,2509,2001,2004-12-05
Alameda County,Dublin,94568,3512 Saddlebrook Place,950000,5,5883,2654,2000,2007-04-08
Alameda County,Dublin,94568,3518 Saddlebrook Place,990000,5,5452,2522,2000,2006-07-16
Alameda County,Dublin,94568,3553 Rocking Horse Court,587000,3,2736,1775,2007,2008-08-31
Alameda County,Dublin,94568,3604 Whitworth Drive,634000,3,NA,1979,2004,2007-07-29
Alameda County,Dublin,94568,3606 Finnian Way,668500,3,NA,1548,2004,2006-02-19
Alameda County,Dublin,94568,3606 Whitworth Drive,430500,2,NA,1634,2004,2008-07-13
Alameda County,Dublin,94568,3608 Oakhurst Court,1200000,6,6580,3801,2000,2007-09-02
Alameda County,Dublin,94568,3608 Whitworth Drive,450000,2,NA,1634,2004,2008-07-06
Alameda County,Dublin,94568,3611 Whitworth Drive,549000,2,NA,1634,2004,2007-09-02
Alameda County,Dublin,94568,3612 Finnian Way,596500,2,NA,1428,2004,2006-02-12
Alameda County,Dublin,94568,3615 Whitworth Drive,600000,3,NA,2112,2004,2007-10-14
Alameda County,Dublin,94568,3616 Finnian Way,638000,2,NA,1428,2004,2006-05-07
Alameda County,Dublin,94568,3617 Whitworth Drive \#45,430000,2,NA,1634,2004,2008-08-10
Alameda County,Dublin,94568,3617 Whitworth Drive \#45,640000,2,NA,1634,2004,2006-06-11
Alameda County,Dublin,94568,3620 Finnian Way,635000,2,NA,1420,2004,2006-05-14
Alameda County,Dublin,94568,3620 Whitworth Drive,427500,1,NA,1320,2004,2008-08-03
Alameda County,Dublin,94568,3622 Whitworth Drive,539000,3,NA,2112,2003,2005-01-02
Alameda County,Dublin,94568,3624 Finnian Way,496000,1,NA,1243,2004,2006-02-12
Alameda County,Dublin,94568,3625 Whitworth Drive,730000,3,NA,2112,2004,2006-07-02
Alameda County,Dublin,94568,3628 Finnian Way,491500,1,NA,1243,2004,2006-02-12
Alameda County,Dublin,94568,3632 Finnian Way,581000,2,NA,1420,2004,2006-11-19
Alameda County,Dublin,94568,3636 Finnian Way,624500,2,NA,1428,2004,2006-02-19
Alameda County,Dublin,94568,3637 Rocking Horse Court,585000,4,3553,1984,2007,2008-08-24
Alameda County,Dublin,94568,3640 Finnian Way,592000,2,NA,1428,2004,2006-02-19
Alameda County,Dublin,94568,3641 Dublin Boulevard,409500,2,NA,1428,2004,2008-06-01
Alameda County,Dublin,94568,3641 Dublin Boulevard,409500,2,NA,1428,2004,2008-06-08
Alameda County,Dublin,94568,3641 Dublin Boulevard,610000,2,NA,1428,2004,2006-04-09
Alameda County,Dublin,94568,3644 Finnian Way,660500,3,NA,1548,2004,2006-02-26
Alameda County,Dublin,94568,3645 Whitworth Drive,792000,3,NA,2250,2004,2006-03-26
Alameda County,Dublin,94568,3647 Whitworth Drive,795000,3,NA,2158,2004,2006-02-19
Alameda County,Dublin,94568,3649 Whitworth Drive,609000,1,NA,1320,2004,2006-02-26
Alameda County,Dublin,94568,3655 Finnian Way,690000,3,NA,2112,2003,2006-06-25
Alameda County,Dublin,94568,3657 Finnian Way,665000,4,NA,2112,2003,2007-04-08
Alameda County,Dublin,94568,3661 Finnian Way,552000,2,NA,1634,2003,2004-11-21
Alameda County,Dublin,94568,3662 Whitworth Drive,623000,2,NA,1634,2004,2006-11-26
Alameda County,Dublin,94568,3671 Whitworth Drive,613000,2,NA,1634,2005,2007-01-21
Alameda County,Dublin,94568,3671 Whitworth Drive,600000,2,NA,1634,2005,2007-05-06
Alameda County,Dublin,94568,3676 Whitworth Drive,540000,2,NA,1634,2004,2007-10-28
Alameda County,Dublin,94568,3678 Finnian Way,610000,2,NA,1428,2004,2006-12-31
Alameda County,Dublin,94568,3687 Whitworth Drive,535000,3,NA,2250,2005,2008-07-06
Alameda County,Dublin,94568,3688 Branding Iron Place,499000,3,NA,1654,2007,2008-09-07
Alameda County,Dublin,94568,3688 Branding Iron Place,499000,3,NA,1654,2007,2008-09-14
Alameda County,Dublin,94568,3688 Finnian Way,520000,2,NA,1420,2004,2007-09-09
Alameda County,Dublin,94568,3691 Whitworth Drive,650000,2,NA,1634,2005,2006-01-22
Alameda County,Dublin,94568,3692 Branding Iron Place,525500,3,NA,1807,2007,2008-09-07
Alameda County,Dublin,94568,3692 Branding Iron Place,525500,3,NA,1807,2007,2008-09-14
Alameda County,Dublin,94568,3694 Branding Iron Place,480000,3,NA,1654,2007,2008-10-26
Alameda County,Dublin,94568,3695 Whitworth Drive,520000,3,NA,2112,2005,2008-05-04
Alameda County,Dublin,94568,3701 Dublin Boulevard,609000,3,NA,1548,2006,2007-04-29
Alameda County,Dublin,94568,3705 Penwood Place,1120000,5,9061,3820,2001,2004-10-31
Alameda County,Dublin,94568,3705 Silvera Ranch Drive,815500,4,4134,2858,2006,2008-01-13
Alameda County,Dublin,94568,3707 Whitworth Drive,555000,1,NA,1320,2004,2007-07-01
Alameda County,Dublin,94568,3708 Central Parkway,530000,3,NA,2158,2005,2008-07-27
Alameda County,Dublin,94568,3708 Penwood Place,1275000,4,6881,3844,2002,2005-11-06
Alameda County,Dublin,94568,3709 Silvera Ranch Drive,700000,5,4244,2479,2006,2008-08-03
Alameda County,Dublin,94568,3712 Penwood Place,1300000,5,7366,4005,2002,2005-12-25
Alameda County,Dublin,94568,3712 Silvera Ranch Drive,840000,5,5409,2479,2006,2007-12-16
Alameda County,Dublin,94568,3714 Penwood Place,1239000,4,7921,3844,2001,2005-12-04
Alameda County,Dublin,94568,3715 Penwood Place,1125000,5,9543,4005,2001,2005-01-16
Alameda County,Dublin,94568,3715 Penwood Place,880000,5,9543,4005,2001,2004-01-25
Alameda County,Dublin,94568,3719 Branding Iron Court,512000,3,NA,1807,2007,2008-10-05
Alameda County,Dublin,94568,3721 Branding Iron Court,538000,3,NA,1807,2007,2008-09-07
Alameda County,Dublin,94568,3721 Branding Iron Court,538000,3,NA,1807,2007,2008-09-14
Alameda County,Dublin,94568,3722 Central Parkway,454500,3,NA,2112,2004,2008-05-18
Alameda County,Dublin,94568,3722 Central Parkway,454500,3,NA,2112,2004,2008-05-25
Alameda County,Dublin,94568,3723 Branding Iron Court,481000,3,NA,1654,2007,2008-10-05
Alameda County,Dublin,94568,3723 Dublin Boulevard,560000,2,NA,1420,2006,2007-07-15
Alameda County,Dublin,94568,3730 Branding Iron Court,450000,2,NA,1277,2007,2008-09-21
Alameda County,Dublin,94568,3731 Dublin Boulevard,585000,2,NA,1401,2006,2007-05-13
Alameda County,Dublin,94568,3732 Finnian Way,435000,2,NA,1420,2004,2008-11-02
Alameda County,Dublin,94568,3732 Whitworth Drive,515000,3,NA,2112,2004,2008-08-17
Alameda County,Dublin,94568,3740 Branding Iron Court,485000,3,NA,1654,2007,2008-10-05
Alameda County,Dublin,94568,3740 Whitworth Drive,665000,3,NA,2158,2004,2007-01-21
Alameda County,Dublin,94568,3755 Branding Iron Court,479000,3,NA,1654,2007,2008-09-07
Alameda County,Dublin,94568,3755 Branding Iron Court,479000,3,NA,1654,2007,2008-09-14
Alameda County,Dublin,94568,3760 Central Parkway,650000,3,NA,2112,2004,2006-12-24
Alameda County,Dublin,94568,3760 Central Parkway,650000,3,NA,2112,2004,2007-02-04
Alameda County,Dublin,94568,3763 Finnian Way,415000,2,NA,1634,2004,2008-06-15
Alameda County,Dublin,94568,3767 Finnian Way \#51,637500,3,NA,2112,2004,2007-01-28
Alameda County,Dublin,94568,3774 Hobstone Place,1300000,5,9188,4005,2003,2006-02-05
Alameda County,Dublin,94568,3776 Ferncroft Way,1070000,5,5995,3466,2000,2007-04-15
Alameda County,Dublin,94568,3782 Dunmore Lane,715000,3,NA,2112,2004,2006-04-02
Alameda County,Dublin,94568,3784 Dunmore Lane,666000,2,NA,1634,2004,2006-03-19
Alameda County,Dublin,94568,3784 Hobstone Place,960000,5,6300,4005,2003,2008-08-03
Alameda County,Dublin,94568,3831 Silvera Ranch Drive,885000,4,4921,2736,2006,2008-03-30
Alameda County,Dublin,94568,3831 Silvera Ranch Drive,885000,4,4921,2736,2006,2008-05-04
Alameda County,Dublin,94568,3838 Silvera Ranch Drive,800000,4,5523,2736,2006,2008-09-21
Alameda County,Dublin,94568,3851 Silvera Ranch Drive,740000,4,4644,2479,2006,2008-08-10
Alameda County,Dublin,94568,3852 Silvera Ranch Drive,913000,4,5414,2858,2006,2007-11-25
Alameda County,Dublin,94568,3865 Silvera Ranch Drive,956000,4,4731,2858,2006,2007-01-07
Alameda County,Dublin,94568,3888 Silvera Ranch Drive,905000,4,5084,2736,2006,2006-12-24
Alameda County,Dublin,94568,3897 Silvera Ranch Drive,915000,4,4306,2858,2006,2006-12-10
Alameda County,Dublin,94568,3899 Branding Iron Court,650000,3,3288,1775,2006,2008-08-24
Alameda County,Dublin,94568,3903 Branding Iron Court,590000,4,4190,2079,2006,2008-08-24
Alameda County,Dublin,94568,3915 Branding Iron Court,615000,3,2935,1775,2006,2008-08-24
Alameda County,Dublin,94568,3916 Gorham Court,758000,4,3454,2192,2000,2007-01-28
Alameda County,Dublin,94568,3916 Gorham Court,758000,4,3454,2192,2000,2007-03-18
Alameda County,Dublin,94568,3929 Madbury Court,669000,3,3488,1614,2000,2007-01-21
Alameda County,Dublin,94568,3930 Tamworth Court,747500,3,3424,1614,2000,2006-04-23
Alameda County,Dublin,94568,3934 Tamworth Court,670000,3,3500,1535,2000,2007-03-11
Alameda County,Dublin,94568,3940 Hampden Court,675000,3,3027,1634,2000,2007-06-17
Alameda County,Dublin,94568,3940 Southbridge Way,675000,3,2962,1862,2000,2006-11-12
Alameda County,Dublin,94568,3955 Branding Iron Court,725000,4,4234,2079,2006,2006-10-29
Alameda County,Dublin,94568,3959 Branding Iron Court,589000,4,3593,1984,2006,2008-08-10
Alameda County,Dublin,94568,3963 Branding Iron Court,361500,3,3494,1775,2006,2007-02-11
Alameda County,Dublin,94568,3963 Derryfield Court,590000,4,2849,2050,2000,2008-07-13
Alameda County,Dublin,94568,3965 Derryfield Court,620000,3,3218,1535,2002,2004-12-05
Alameda County,Dublin,94568,3967 Derryfield Court,875000,4,3222,2192,2001,2005-11-20
Alameda County,Dublin,94568,3981 Strafford Court,675000,3,3072,1614,2000,2007-01-14
Alameda County,Dublin,94568,3983 Strafford Court,742500,4,2870,2050,2000,2007-03-25
Alameda County,Dublin,94568,3989 Strafford Court,670000,3,3024,1634,2000,2007-01-21
Alameda County,Dublin,94568,4005 Mt. Vernon Place,745000,4,3613,1972,2002,2007-04-15
Alameda County,Dublin,94568,4006 Tryon Place,869000,4,4981,2334,2003,2007-05-06
Alameda County,Dublin,94568,4020 Arellano Court,815000,3,3150,1843,2002,2005-07-31
Alameda County,Dublin,94568,4020 Cragford Place,825000,4,3654,2179,2002,2006-12-24
Alameda County,Dublin,94568,4020 Cragford Place,825000,4,3654,2179,2002,2007-02-04
Alameda County,Dublin,94568,4021 Arellano Court,785000,3,3472,1655,2002,2005-08-21
Alameda County,Dublin,94568,4022 Arellano Court,740000,3,3323,1843,2002,2007-04-22
Alameda County,Dublin,94568,4022 Chadwick Place,780000,4,3654,2179,2003,2005-03-13
Alameda County,Dublin,94568,4027 Cragford Place,645000,4,3550,2179,2002,2004-04-04
Alameda County,Dublin,94568,4029 Cragford Place,760000,3,2812,1886,2003,2005-05-29
Alameda County,Dublin,94568,4062 Skyland Way,760000,4,3371,1972,2003,2007-03-25
Alameda County,Dublin,94568,4066 Rosehill Place,450000,4,4404,2388,2003,2005-10-16
Alameda County,Dublin,94568,4066 Rosehill Place,889000,4,4404,2388,2003,2006-04-23
Alameda County,Dublin,94568,4072 Rosehill Place,935000,5,4218,3080,2003,2006-12-31
Alameda County,Dublin,94568,4080 McCrellis Place,720000,4,3909,1972,2002,2004-12-05
Alameda County,Dublin,94568,4086 Inniswood Place,880000,4,3560,2179,2002,2005-07-17
Alameda County,Dublin,94568,4091 Callaway Place,675000,4,4495,2334,2003,2004-03-21
Alameda County,Dublin,94568,4091 Callaway Place,675000,4,4495,2334,2003,2004-03-28
Alameda County,Dublin,94568,4092 Clarinbridge Circle,555000,2,NA,1428,2003,2004-10-03
Alameda County,Dublin,94568,4092 Clarinbridge Circle,605000,2,NA,1428,2003,2005-11-20
Alameda County,Dublin,94568,4093 Callaway Place,646000,4,3880,2179,2002,2004-01-04
Alameda County,Dublin,94568,4094 Cermanho Court,745000,3,3360,1843,2000,2007-10-07
Alameda County,Dublin,94568,4094 Clarinbridge Circle,600000,2,NA,1428,2003,2006-04-23
Alameda County,Dublin,94568,4096 Clarinbridge Circle,560000,2,NA,1420,2004,2007-07-15
Alameda County,Dublin,94568,4097 Clarinbridge Circle,580000,2,NA,1428,2006,2007-05-06
Alameda County,Dublin,94568,4100 Clarinbridge Circle,550000,1,NA,1243,2004,2006-03-26
Alameda County,Dublin,94568,4101 Clarinbridge Circle,560000,2,NA,1420,2006,2007-07-15
Alameda County,Dublin,94568,4110 Clarinbridge Circle,695000,3,NA,1548,2004,2006-04-23
Alameda County,Dublin,94568,4113 Clarinbridge Circle,560000,2,NA,1420,2006,2007-07-15
Alameda County,Dublin,94568,4118 Clarinbridge Circle,343000,2,NA,1347,2003,2008-10-05
Alameda County,Dublin,94568,4120 Clarinbridge Circle,564000,2,NA,1420,2003,2005-01-02
Alameda County,Dublin,94568,4124 Clarinbridge Circle,565000,2,NA,1428,2003,2007-09-23
Alameda County,Dublin,94568,4126 Clarinbridge Circle,618000,2,NA,1420,2003,2005-05-01
Alameda County,Dublin,94568,4129 Clarinbridge Circle,570000,1,NA,1243,2004,2007-05-13
Alameda County,Dublin,94568,4130 Clarinbridge Circle,385000,1,NA,1243,2003,2008-02-17
Alameda County,Dublin,94568,4130 Clarinbridge Circle,385000,1,NA,1243,2003,2008-03-02
Alameda County,Dublin,94568,4130 Clarinbridge Circle,385000,1,NA,1243,2003,2008-03-09
Alameda County,Dublin,94568,4132 Clarinbridge Circle,600000,2,NA,1420,2003,2006-07-09
Alameda County,Dublin,94568,4133 Bandini Court,739000,4,3500,2127,2000,2007-01-28
Alameda County,Dublin,94568,4133 Clarinbridge Circle,545000,2,NA,1428,2004,2007-05-13
Alameda County,Dublin,94568,4139 Clarinbridge Circle,545000,1,NA,1347,2004,2006-03-05
Alameda County,Dublin,94568,4140 Clarinbridge Circle,570000,2,NA,1347,2003,2006-02-05
Alameda County,Dublin,94568,4141 Clarinbridge Circle,315000,1,NA,1243,2004,2008-11-16
Alameda County,Dublin,94568,4143 Cardena Court,870000,4,3500,2127,2000,2006-11-26
Alameda County,Dublin,94568,4143 Clarinbridge Circle,620000,2,NA,1420,2004,2007-03-04
Alameda County,Dublin,94568,4146 Clarinbridge Circle,620000,2,NA,1420,2004,2006-11-19
Alameda County,Dublin,94568,4159 Clarinbridge Circle,588000,2,NA,1428,2004,2006-02-26
Alameda County,Dublin,94568,4165 Clarinbridge Circle,483000,1,NA,1243,2004,2007-01-21
Alameda County,Dublin,94568,4171 Clarinbridge Circle,588000,2,NA,1420,2004,2006-11-05
Alameda County,Dublin,94568,4180 Clarinbridge Circle,490000,1,NA,1243,2004,2006-10-22
Alameda County,Dublin,94568,4181 Clarinbridge Circle,500000,1,NA,1243,2004,2006-12-24
Alameda County,Dublin,94568,4181 Clarinbridge Circle,500000,1,NA,1243,2004,2007-02-04
Alameda County,Dublin,94568,4181 Font Court,820000,4,3360,2127,2002,2005-06-05
Alameda County,Dublin,94568,4185 Font Court,700000,3,3290,1655,2002,2008-01-06
Alameda County,Dublin,94568,4186 Magellan Court,799000,4,3434,2127,2003,2006-08-06
Alameda County,Dublin,94568,4188 Clarinbridge Circle,524000,2,NA,1428,2004,2007-11-25
Alameda County,Dublin,94568,4188 Magellan Court,770000,4,3511,2009,2003,2007-08-05
Alameda County,Dublin,94568,4189 Magellan Court,640000,3,3195,1655,2003,2004-10-17
Alameda County,Dublin,94568,4191 Preciado Drive,610000,4,3274,2127,2000,2008-10-12
Alameda County,Dublin,94568,4191 Preciado Drive,810000,4,3274,2127,2000,2006-11-12
Alameda County,Dublin,94568,4191 Preciado Drive,885000,4,3274,2127,2000,2007-04-01
Alameda County,Dublin,94568,4194 Clarinbridge Circle,576000,2,NA,1428,2004,2007-07-15
Alameda County,Dublin,94568,4196 Clarinbridge Circle,425000,2,NA,1428,2004,2008-02-17
Alameda County,Dublin,94568,4196 Clarinbridge Circle,425000,2,NA,1428,2004,2008-03-02
Alameda County,Dublin,94568,4196 Clarinbridge Circle,425000,2,NA,1428,2004,2008-03-09
Alameda County,Dublin,94568,4196 Preciado Drive,640000,4,3290,2009,2000,2008-06-15
Alameda County,Dublin,94568,4197 Clarinbridge Circle \#219,417000,2,NA,1428,2004,2008-01-27
Alameda County,Dublin,94568,4202 Clarinbridge Circle,365000,1,NA,1243,2004,2008-06-22
Alameda County,Dublin,94568,4202 Preciado Drive,714000,3,3290,1655,2000,2007-04-29
Alameda County,Dublin,94568,4203 Roscommon Way,906000,4,4181,2902,2000,2006-11-12
Alameda County,Dublin,94568,4214 Clarinbridge Circle,349000,1,NA,1347,2004,2008-07-20
Alameda County,Dublin,94568,4218 Lorimer Loop,790000,3,3290,1655,2000,2006-11-12
